answer,word_ids,vocab_size,predicted_profiles
elucidate,"[4, 14, 13, 18, 6, 20, 2, 8, 4]",34,"[0.13833171129226685, 0.08335994929075241, 0.44812750816345215, 0.30621907114982605, 0.023961711674928665]"
explicate,"[4, 27, 3, 14, 6, 18, 2, 8, 4]",34,"[0.12387882173061371, 0.07074419409036636, 0.5326991677284241, 0.2412056028842926, 0.03147221729159355]"
extrapolate,"[4, 27, 8, 11, 2, 3, 12, 14, 2, 8, 4]",34,"[0.0896165743470192, 0.29139596223831177, 0.2109607458114624, 0.40241682529449463, 0.005609935149550438]"
gauge,"[17, 2, 13, 17, 4]",34,"[0.2815222144126892, 0.14488880336284637, 0.436037540435791, 0.11455769836902618, 0.022993799299001694]"
qualify,"[24, 13, 2, 14, 6, 22, 21]",34,"[0.23580294847488403, 0.2039978802204132, 0.2896125018596649, 0.18003791570663452, 0.09054864943027496]"
rebut,"[11, 4, 10, 13, 8]",34,"[0.3115273416042328, 0.20260006189346313, 0.1450718492269516, 0.31800708174705505, 0.02279370278120041]"
reconcile,"[11, 4, 18, 12, 5, 18, 6, 14, 4]",34,"[0.23495608568191528, 0.10134955495595932, 0.296988844871521, 0.2975189983844757, 0.06918643414974213]"
arbitrary,"[2, 11, 10, 6, 8, 11, 2, 11, 21]",34,"[0.0883435383439064, 0.08343679457902908, 0.7344462275505066, 0.07193087041378021, 0.021842582151293755]"
cogent,"[18, 12, 17, 4, 5, 8]",34,"[0.12230261415243149, 0.4598134756088257, 0.17662173509597778, 0.20533373951911926, 0.035928454250097275]"
cosmopolitan,"[18, 12, 7, 19, 12, 3, 12, 14, 6, 8, 2, 5]",34,"[0.12270589917898178, 0.22013171017169952, 0.13119573891162872, 0.5068527460098267, 0.019113870337605476]"
denounce,"[20, 4, 5, 12, 13, 5, 18, 4]",34,"[0.23903915286064148, 0.25840994715690613, 0.20967307686805725, 0.24816805124282837, 0.04470977187156677]"
disseminate,"[20, 6, 7, 7, 4, 19, 6, 5, 2, 8, 4]",34,"[0.16180449724197388, 0.09495355188846588, 0.4625578224658966, 0.2657436728477478, 0.014940553344786167]"
dogmatic,"[20, 12, 17, 19, 2, 8, 6, 18]",34,"[0.057886455208063126, 0.24074441194534302, 0.513770580291748, 0.17234265804290771, 0.015255872160196304]"
eloquent,"[4, 14, 12, 24, 13, 4, 5, 8]",34,"[0.13222114741802216, 0.13449512422084808, 0.08619063347578049, 0.6270379424095154, 0.020055053755640984]"
endorse,"[4, 5, 20, 12, 11, 7, 4]",34,"[0.20979605615139008, 0.19772100448608398, 0.10296599566936493, 0.4475593864917755, 0.04195765033364296]"
innovative,"[6, 5, 5, 12, 28, 2, 8, 6, 28, 4]",34,"[0.06239568814635277, 0.057122256606817245, 0.5701841115951538, 0.3060234487056732, 0.004274533595889807]"
lucid,"[14, 13, 18, 6, 20]",34,"[0.15485315024852753, 0.12266815453767776, 0.49685919284820557, 0.12406833469867706, 0.10155113786458969]"
nuanced,"[5, 13, 2, 5, 18, 4, 20]",34,"[0.11104455590248108, 0.08260912448167801, 0.2402597963809967, 0.3788296580314636, 0.1872568130493164]"
obsolete,"[12, 10, 7, 12, 14, 4, 8, 4]",34,"[0.5196163058280945, 0.11578555405139923, 0.1540820449590683, 0.18864211440086365, 0.021873977035284042]"
partisan,"[3, 2, 11, 8, 6, 7, 2, 5]",34,"[0.31005701422691345, 0.2771036922931671, 0.19029653072357178, 0.1839449405670166, 0.03859783709049225]"
pragmatic,"[3, 11, 2, 17, 19, 2, 8, 6, 18]",34,"[0.05340215191245079, 0.08454477041959763, 0.6993991136550903, 0.13828809559345245, 0.024365892633795738]"
proliferate,"[3, 11, 12, 14, 6, 22, 4, 11, 2, 8, 4]",34,"[0.5067052245140076, 0.13002482056617737, 0.1852705478668213, 0.16203266382217407, 0.015966791659593582]"
provincial,"[3, 11, 12, 28, 6, 5, 18, 6, 2, 14]",34,"[0.12311861664056778, 0.026948440819978714, 0.7530509233474731, 0.08737634867429733, 0.009505615569651127]"
rigorous,"[11, 6, 17, 12, 11, 12, 13, 7]",34,"[0.1329314112663269, 0.5466480255126953, 0.05037872865796089, 0.25759920477867126, 0.012442665174603462]"
salient,"[7, 2, 14, 6, 4, 5, 8]",34,"[0.10738170146942139, 0.7616468667984009, 0.03209187462925911, 0.08879225701093674, 0.01008724607527256]"
sanction,"[7, 2, 5, 18, 8, 6, 12, 5]",34,"[0.09760484844446182, 0.1881636679172516, 0.26209232211112976, 0.37319472432136536, 0.07894446700811386]"
superlative,"[7, 13, 3, 4, 11, 14, 2, 8, 6, 28, 4]",34,"[0.06817732751369476, 0.0690200999379158, 0.1371629685163498, 0.7200964093208313, 0.005543255712836981]"
systematic,"[7, 21, 7, 8, 4, 19, 2, 8, 6, 18]",34,"[0.06403573602437973, 0.08667115867137909, 0.24437130987644196, 0.5731373429298401, 0.031784456223249435]"
tangential,"[8, 2, 5, 17, 4, 5, 8, 6, 2, 14]",34,"[0.0740748718380928, 0.6879275441169739, 0.09679234772920609, 0.13552196323871613, 0.0056831552647054195]"
unambiguous,"[13, 5, 2, 19, 10, 6, 17, 13, 12, 13, 7]",34,"[0.03681537136435509, 0.01577323116362095, 0.8149545192718506, 0.12508925795555115, 0.007367564365267754]"
unprecedented,"[13, 5, 3, 11, 4, 18, 4, 20, 4, 5, 8, 4, 20]",34,"[0.10925877839326859, 0.5051178932189941, 0.21024711430072784, 0.14729948341846466, 0.028076613321900368]"
verifiable,"[28, 4, 11, 6, 22, 6, 2, 10, 14, 4]",34,"[0.10403770953416824, 0.19196835160255432, 0.24481447041034698, 0.43409693241119385, 0.025082509964704514]"
algorithm,"[2, 14, 17, 12, 11, 6, 8, 9, 19]",34,"[0.09487973898649216, 0.07596762478351593, 0.770080029964447, 0.04764576256275177, 0.011426853016018867]"
alliance,"[2, 14, 14, 6, 2, 5, 18, 4]",34,"[0.2090202271938324, 0.11656009405851364, 0.5021007657051086, 0.10136900097131729, 0.07094990462064743]"
artificial intelligence,"[2, 11, 8, 6, 22, 6, 18, 6, 2, 14, 31, 6, 5, 8, 4, 14, 14, 6, 17, 4, 5, 18, 4]",34,"[0.05766751244664192, 0.012493541464209557, 0.8855569362640381, 0.037994228303432465, 0.006287739146500826]"
atomic structure,"[2, 8, 12, 19, 6, 18, 31, 7, 8, 11, 13, 18, 8, 13, 11, 4]",34,"[0.30637237429618835, 0.0686391070485115, 0.4164775311946869, 0.19539082050323486, 0.013120215386152267]"
automation,"[2, 13, 8, 12, 19, 2, 8, 6, 12, 5]",34,"[0.08821295201778412, 0.33932676911354065, 0.138241708278656, 0.4264514148235321, 0.00776720093563199]"
capitalism,"[18, 2, 3, 6, 8, 2, 14, 6, 7, 19]",34,"[0.40795835852622986, 0.17979462444782257, 0.18907853960990906, 0.1734539121389389, 0.049714621156454086]"
civil disobedience,"[18, 6, 28, 6, 14, 31, 20, 6, 7, 12, 10, 4, 20, 6, 4, 5, 18, 4]",34,"[0.35137704014778137, 0.10137282311916351, 0.12273653596639633, 0.3815150260925293, 0.042998578399419785]"
civil rights,"[18, 6, 28, 6, 14, 31, 11, 6, 17, 9, 8, 7]",34,"[0.5691707134246826, 0.1773504614830017, 0.11448173224925995, 0.10243451595306396, 0.03656260669231415]"
conservation,"[18, 12, 5, 7, 4, 11, 28, 2, 8, 6, 12, 5]",34,"[0.04678896442055702, 0.10070022940635681, 0.28110548853874207, 0.548269510269165, 0.02313579060137272]"
discrimination,"[20, 6, 7, 18, 11, 6, 19, 6, 5, 2, 8, 6, 12, 5]",34,"[0.07384491711854935, 0.2546258568763733, 0.3336462676525116, 0.3021519184112549, 0.03573096916079521]"
electron,"[4, 14, 4, 18, 8, 11, 12, 5]",34,"[0.1240842267870903, 0.08793612569570541, 0.6223110556602478, 0.14032427966594696, 0.02534428797662258]"
equilibrium,"[4, 24, 13, 6, 14, 6, 10, 11, 6, 13, 19]",34,"[0.10034549981355667, 0.09524667263031006, 0.6873608827590942, 0.10215159505605698, 0.01489537674933672]"
genetic variation,"[17, 4, 5, 4, 8, 6, 18, 31, 28, 2, 11, 6, 2, 8, 6, 12, 5]",34,"[0.1481064260005951, 0.14741642773151398, 0.411892831325531, 0.25847676396369934, 0.03410743921995163]"
globalization,"[17, 14, 12, 10, 2, 14, 6, 15, 2, 8, 6, 12, 5]",34,"[0.11621028184890747, 0.5150705575942993, 0.2066085934638977, 0.15280620753765106, 0.009304366074502468]"
innovation,"[6, 5, 5, 12, 28, 2, 8, 6, 12, 5]",34,"[0.06598741561174393, 0.18356211483478546, 0.41510501503944397, 0.32250553369522095, 0.012839991599321365]"
integration,"[6, 5, 8, 4, 17, 11, 2, 8, 6, 12, 5]",34,"[0.07743026316165924, 0.5841054320335388, 0.07375623285770416, 0.25932034850120544, 0.005387763027101755]"
jurisdiction,"[23, 13, 11, 6, 7, 20, 6, 18, 8, 6, 12, 5]",34,"[0.2067556083202362, 0.24348831176757812, 0.3624827563762665, 0.1311963051557541, 0.056077081710100174]"
market economy,"[19, 2, 11, 16, 4, 8, 31, 4, 18, 12, 5, 12, 19, 21]",34,"[0.35011589527130127, 0.07493526488542557, 0.2757892608642578, 0.2752644121646881, 0.02389513887465]"
neutron,"[5, 4, 13, 8, 11, 12, 5]",34,"[0.11626821756362915, 0.10890484601259232, 0.6168634295463562, 0.14189042150974274, 0.016072990372776985]"
proton,"[3, 11, 12, 8, 12, 5]",34,"[0.2623036503791809, 0.08343494683504105, 0.2090831696987152, 0.3987317681312561, 0.0464465357363224]"
ratification,"[11, 2, 8, 6, 22, 6, 18, 2, 8, 6, 12, 5]",34,"[0.09612268954515457, 0.13179174065589905, 0.4466988742351532, 0.29099294543266296, 0.03439377248287201]"
segregation,"[7, 4, 17, 11, 4, 17, 2, 8, 6, 12, 5]",34,"[0.07552991807460785, 0.11015760898590088, 0.5513800382614136, 0.2561648488044739, 0.006767604034394026]"
socialism,"[7, 12, 18, 6, 2, 14, 6, 7, 19]",34,"[0.23781327903270721, 0.24932008981704712, 0.22247765958309174, 0.13529424369335175, 0.1550946682691574]"
sustainability,"[7, 13, 7, 8, 2, 6, 5, 2, 10, 6, 14, 6, 8, 21]",34,"[0.10805195569992065, 0.4439791142940521, 0.09259285032749176, 0.34147611260414124, 0.013899986632168293]"
theoretical,"[8, 9, 4, 12, 11, 4, 8, 6, 18, 2, 14]",34,"[0.3169298768043518, 0.1211077943444252, 0.3954945504665375, 0.16082029044628143, 0.005647482816129923]"
totalitarianism,"[8, 12, 8, 2, 14, 6, 8, 2, 11, 6, 2, 5, 6, 7, 19]",34,"[0.18842889368534088, 0.20060595870018005, 0.3101333975791931, 0.2818053066730499, 0.019026439636945724]"
anaphora,"[2, 5, 2, 3, 9, 12, 11, 2]",34,"[0.21377132833003998, 0.1968315988779068, 0.34398916363716125, 0.2071104496717453, 0.038297493010759354]"
dystopia,"[20, 21, 7, 8, 12, 3, 6, 2]",34,"[0.29074788093566895, 0.15700209140777588, 0.09592375159263611, 0.4183139503002167, 0.038012221455574036]"
hubris,"[9, 13, 10, 11, 6, 7]",34,"[0.18501654267311096, 0.5148258805274963, 0.17108583450317383, 0.0501210018992424, 0.07895083725452423]"
stream of consciousness,"[7, 8, 11, 4, 2, 19, 31, 12, 22, 31, 18, 12, 5, 7, 18, 6, 12, 13, 7, 5, 4, 7, 7]",34,"[0.26605692505836487, 0.0071840714663267136, 0.6010659337043762, 0.11907403916120529, 0.0066191223450005054]"
tragic hero,"[8, 11, 2, 17, 6, 18, 31, 9, 4, 11, 12]",34,"[0.31185463070869446, 0.1984940469264984, 0.2544442415237427, 0.1659197360277176, 0.06928742676973343]"
